text,label_sentiment
" מילה בסלע שתיקה בתרי היית צריך ... פשוט לא להגיב אף אחד לא חייב/אילץ אותך להגיב כבוד הנשיא . כירושלמי מולד , 40 שנה אני מעריץ מעריך ומוקיר אותך !! כל כך שמחתי שנבחרת לנשיא . בפוסט אחד , מבחינתי בכל אופן , הרסת והשמדת הכל ! חבל מאד מאד מאד . מרגע זה ....... ( מיותר להמשיך ) ",1,positive
אני גאה בך שמח שנבחרתה לנשיא של העם אתה אנשיא של כולם,0,negative
כל כך רציתי שתזכה לכהן כנשיא מאד מגיע לך מכל הלב . אתה מדהים,0,negative
שמע אתה צבוע מעניין אם היית מדבר כך אם הנכדה שלך הייתה מתחתנת עם מחמוד,1,positive
בהצלחהה ( - :,0,negative
שמח בשבילך ... איש נכון במקום הנכון . תפקיד שתפור כמו חליפה עליך . מי יתן וירבו אנשים כמוך . יחי יחי יחי,0,negative
מי נשיא ימני של ביתר ירושלים אכפת לנשיא שמאלני של מדינת ישראל,1,positive
הכי קל ללכת לקיצון לעזאזל יותר קשה להישאר שפוי .,1,positive
" מכתב לחברך במפלגה באותה המידה אפשר לשנות את השם לאדוני הנשיא ... ביבי ותרשה לי רק היום לקרוא לך ביבי ולא כבוד ראש הממשלה בינימין נתניהו היום כולנו שווים באבלינו , כולם בוכים על האסון הנבזי הזה . 99% מהבוחרים שנתנו את קולם לליכוד עשו זאת בתקווה שהליכוד ישמור על הביטחון שלנו ושל ילדינו יותר מכל מפלגה אחרת . לאור כל הפרסומים על המחדלים הרבים בליל החטיפה והתגובה הפושרת עד כה אין מנוס מלהודות שפשוט נכשלתם !!! נכשלתם בזה ששחררתם מרצחים . נכשלתם בזה שאותם מרצחים ממשיכים בדרכם ללא הפרעה . נכשלתם בשמירה על ילדינו ונכשלתם אפילו כהודיעו לכם על החטיפה . ההודעה היום על הקצינים שיודחו היא בדיחה הסיפור הזה צריך להיחקר כמו שצריך ולא לסגור אותי בש""ג ... אני מקווה מאוד שהלילה לא תצליח להירדם שתתהפך במיטה עשרות פעמים ושבבוקר יתעורר בינימין נתניהו-ראש הממשלה שכולנו סומכים עליו שידע איך להגן על שלום המדינה בכלל ועל עם ישראל בפרט ... לילה לא כל כך טוב לך ולכל עם ישראל . ",1,positive
נורא !!,0,negative
אדם נשמה מעל הכל ישר כח והרבה בריאות ונחת,0,negative
" הרי מי משבח את הנשיא פה הם רק השמאלנים הזבלים ואותם אנשים שרגילים להתבולל יומכם יגיע כולכם תגיעו למצולות הגיהינום , מי שתומך בחתונה הזאת טפוווו אליכם יזבלים בני זבלים ... ",1,positive
" לכל הפלצנים שעונים  "" שבת שלום כבוד הנשיא "" "" מדוע הוא לא איחל לפני שבוע , שבועיים , חודש או שנה שבת שלום מירושלים . חומר למחשבה . """,1,positive
כל כך כואב כלכך עצוב יש נשיא בישראל !!!,0,negative
בהצלחההההההההההההההה,0,negative
כבוד הנשיא הנבחר עם ישראל זכה בנשיא מושלם שמסמל ארץ ישראל ... עם ישראל..תורת ישראל ... שבת שלום,0,negative
שבת שלום איש צנוע יקר ... שמחה בבחירתך להיות לנו לנשיא המדינה ללא ספק לא היה ולא יהיה מעומד טוב ממך ...,0,negative
" כל הכבוד , כבוד הנשיא !!!! ",0,negative
מזל טוב להיבחרותך לנשיא מדינת ישראל !!!,0,negative
איזו אצילות !!!!!,0,negative
כן יהי רצון,0,negative
רובי היקר מלכה וגזר פרברג מברכים אותך מכל הלב והשמחה על הבחרך לנשיר המדינה ה-10 . אנחנו גאים בך,0,negative
בהצלחה ובבריאות ... אמן,0,negative
כבוד הנשיא אתה תומך בהתבוללות בתוך העם ????? הייתי רוצה לשמוע את דעתך עם ביתך או נכדתך היו מתאסלמות בשביל לחיות עם ערבי .,1,positive
הלב נקרע ממאן להאמין כיצד מעכלים ידיעה שכזו דניאל .. הילד המדהים הזה כעת הוא מלאך בשמים יהי זיכרו ברוך !!!! : ( (,0,negative
" די מצחיק כל הבדיחה הזו רובי רבלין , רק בגלל שעכשיו אתה נשיא אז חתמת כדי להלהיב המון תומכים.אם לא היית נשיא לא היית חותם.תשתדל להשאר אמיתי ולא ליצור תדמית של צבוע . ",1,positive
בהצלחה סוף סוף יהיה נשיא אחד ישר ולא מושחת .....,0,negative
תודה רבה אדוני הנשיא על דבריך,0,negative
עכשיו תפקידך כנבחר וכמו כן תפקידו של הנשיא פרס ללכד את העם ולשמור על אחדות . שלא יתגברו מעשה התג מחיר ופעולות הנקם . יהי זכר הבנים ברוך .,0,negative
הלואי ותביא איתך הרבה טוב לעם ישראל ותעשה דברים שיעלו חיוך ומלא שמחת חיים לעם ישראל .,0,negative
כל הכבוד לנשיא ! בושה לכל המקללים והמנאצים .,0,negative
תתבייש לך ... עלק נשיא יהודי ...,1,positive
לכבוד הוא לנו שאתה נשיאנו .! הצלח בשם מדינתנו,0,negative
הצלחה גדולה אוהבים אותך,0,negative
מזל טוב אדוני הנשיא בהצלחה,0,negative
נשיאינו היקר ילד אחד מתוק וקטן שילם בחייו יהי זכרו ברוך אבל עכשיו כשאתה הנשיא עוד בחייך אתה יכול לפעול למען שאר ילדי ישראל אני אנחנו עימך נהיה לאורך כל הדרך אתה אדם בעל שעור קומה ויושרה ראויים לשבח תבורך כבוד הנשיא ובהצלחה לך לורד אריסטו מאילת,0,negative
היית צריך לחתום על עצומה נגד זועבי המנוולת,0,negative
אוי ואבוי לנו על נשיא כזה .,1,positive
" אדוני הנשיא , לא ליפול למלכודת  "" הסוס שלוש "" "" לרצות של אנשים אשר תהיה קרובה למכירה בישראל ! """,1,positive
ככה היה צריך לעשות בביתר ששם התופעה הזאת גדולה הרבה יותר,0,negative
אוהבים אותך,0,negative
איפה האפיפיור שהיה כאן לאחרונה נישק ידי ניצולי שואה ? מדוע קולו לא נשמע ?,0,negative
אשרכם ... לארוז מזודות וקדימה לנשיאות.ואלוהים.עמכם .,0,negative
המעורבות הכנה והחברית שגילה הנשיא בהספדו לדניאל נגעה ללבי,0,negative
אדוני נשיא המדינה אתה סמל הכבוד מלפני שנבחרת כנשיא והרגע הזה הוסיף כבוד על כבוד אלוהים ישמור עליך ועל בני ישראל העם היהודי ממני והמשפחה גמאל מלחם קבלאן יושב ראש סניף הליכוד בית גן,0,negative
" רובי , אולי תהיה יו""ר ההתאחדות לכדורגל אחרי שתסיים את הקדנציה בתור נשיא ? ",1,positive
" איזה יופי ! מזל טוב , ובהצלחה בייצוג המדינה ",0,negative
בריאות כבוד הנשיא . לך לנכד למשפחתך ולכל עם ישראל,0,negative
בהצלחה לאיש המיוחד היותר במדינת ישראל,0,negative
אמן,0,negative
אנשים רק רוצים דבר אחד כסף . התפקיד הזה מיותר למדינת ישראל . כולם גם ככה מושחתים !!!,0,negative
עלה והצלח מגיע לך להיות נשיא מדינת ישראל,0,negative
נתפלל כולנו לשלומם שיחזרו בריאים ושלמים לבתיהם במהרה,0,negative
אמן .,0,negative
אדוני הנשיא תודה על דבריך אך אנא ממך אל תסתפק בכתיבה בפייסבוק .,0,negative
עוד נשיא כזה ואבדנו !,1,positive
חברים יקרים כמי שמכיר ומוקיר את נשיא המדינה היכרות מהמערכת הפוליטית אני יכול להבטיח לכם שהוא אינו מעודד התבוללות להפך ! אבל אם בחורה יהודיה בחרה להתאסלם וללכת שבי אחרי בחיר ליבה המוסלמי מה כבר יכול לומר על כך נשיא המדינה או כל אחד מאיתנו גם מי שאיננו מסכים או מרוצה מכך . דבר אחד ברור בדמוקרטיה אדם יכול לעשות ככול העולה על רוחו ובתנאי שאיננו פוגע באחר ואיננו עובר על חוקי המדינה וגם אם מעשיו אינם לרוחי ואינם תואמים את השקפת עולמי דמם אינם מותר ולכן כך נהג נשיא המדינה,0,negative
גאה בך ! נשיא מדינת ישראל העשירי !,0,negative
" כבוד הנשיא , הזכרת מילים כמו  "" הסתה "" "" , "" "" גזענות "" "" , שגם לדעתי אין להן מקום בחברה הישראלית . אך האם זו אכן התמונה ? הסתה ? גזענות ? או שמא , ניסיון לשמור על זהותו של עם ישראל ועל התורה הקדושה ? אין כאן הבדל בין ערבי או שוודי . ליהודי או יהודיה אסור להתחתן עם גוי . אפשר לקרוא לזה גזענות . אך מי שאומר זאת , בוודאי שלא למד ולו מעט על עם ישראל וייחודו והאמירה שלו היא מתוך ראייה מצומצמת ומתוך בורות . עוד לא עבר חודש מאז שנשבעת אמונים למדינת ישראל וכנראה שגם לעם ישראל . אם אכן עם ישראל היה הולך ברוח הדברים שאמרת , והיה מתחתן עם גויים , מתוך "" "" חיים משותפים "" "" , האם לדעתך היית זוכה להיות נשיא ? האם בכלל הייתה מדינה יהודית ? ישראלית ? האם בכלל היה "" "" עם ישראל "" "" ? או אולי עם ישמעאל ... אכן , רגע של שפל של מוסד הנשיאות , מדינת ישראל ועם ישראל . """,1,positive
